date,sregion,eregion,e1,e2,e3,e4,e5,e6,etotal,s1,s2,s3,s4,s5,s6,stotal
2020-01-01,서울,대전,1680,8,187,13,0,77,1965,2027,10,188,11,4,91,2331
2020-01-01,서울,부산,183,4,10,12,12,4,225,207,2,8,14,18,4,253
2020-01-01,서울,서울,183,2,6,1,0,5,197,183,2,6,1,0,5,197
2020-01-01,서울,세종,34,0,0,0,0,2,36,31,0,0,0,0,1,32
2020-01-01,서울,울산,52,1,2,0,0,3,58,43,0,1,3,5,0,52
2020-01-01,서울,전남,932,5,27,10,3,25,1002,1100,7,29,27,7,31,1201
2020-01-01,서울,전북,1512,10,31,3,4,47,1607,1730,8,34,8,11,36,1827
2020-01-01,서울,충남,30134,124,1902,202,190,1161,33713,34302,148,1922,298,205,1272,38147
2020-01-01,서울,충북,13661,120,730,164,112,608,15395,13953,150,811,265,143,566,15888
2020-01-01,세종,강원,11,0,0,0,0,0,11,11,0,0,0,0,0,11
2020-01-01,세종,경기,69,1,2,0,3,3,78,45,0,2,0,2,1,50
2020-01-01,세종,경남,318,1,18,8,4,12,361,369,0,6,2,4,10,391
2020-01-01,세종,경북,399,1,9,6,2,14,431,462,1,11,4,3,14,495
2020-01-01,세종,광주,161,1,3,1,1,1,168,202,0,6,3,1,4,216
2020-01-01,세종,대구,201,0,5,1,1,3,211,471,1,9,0,1,14,496
2020-01-01,세종,대전,2015,43,21,10,3,128,2220,2496,35,26,11,2,154,2724
2020-01-01,세종,부산,19,0,0,0,0,0,19,63,0,1,1,0,0,65
2020-01-01,세종,서울,31,0,0,0,0,1,32,34,0,0,0,0,2,36
2020-01-01,세종,세종,209,17,1,0,0,9,236,209,17,1,0,0,9,236
2020-01-01,세종,울산,16,0,0,0,1,0,17,28,0,0,0,0,0,28
2020-01-01,세종,전남,188,1,1,0,6,7,203,333,0,1,1,8,8,351
2020-01-01,세종,전북,1002,8,7,1,7,36,1061,1215,5,6,6,9,48,1289
2020-01-01,세종,충남,6562,89,92,40,35,279,7097,6712,67,95,46,38,263,7221
2020-01-01,세종,충북,284,4,2,4,2,21,317,289,8,4,4,1,20,326
2020-01-01,울산,강원,3,0,0,0,1,0,4,5,0,0,0,0,0,5
2020-01-01,울산,경기,89,0,1,11,15,3,119,47,0,5,5,6,0,63
2020-01-01,울산,경남,13218,186,307,85,81,661,14538,11807,194,299,80,58,599,13037
2020-01-01,울산,경북,8482,46,117,55,290,382,9372,9486,54,135,128,258,420,10481
2020-01-01,울산,광주,101,0,8,2,2,1,114,61,1,5,0,1,0,68
2020-01-01,울산,대구,2246,14,99,6,69,79,2513,2027,13,104,15,56,77,2292
2020-01-01,울산,대전,199,1,9,1,3,10,223,154,0,11,2,3,10,180
2020-01-01,울산,부산,20973,105,103,66,329,1118,22694,20694,114,148,85,293,1170,22504
2020-01-01,울산,서울,43,0,1,3,5,0,52,52,1,2,0,0,3,58
2020-01-01,울산,세종,28,0,0,0,0,0,28,16,0,0,0,1,0,17
2020-01-01,울산,울산,5987,62,101,27,60,424,6661,5987,62,101,27,60,424,6661
2020-01-01,울산,전남,437,3,9,8,3,16,476,277,5,5,4,6,5,302
2020-01-01,울산,전북,89,0,6,0,6,3,104,77,0,6,0,4,1,88
2020-01-01,울산,충남,213,2,2,6,27,11,261,165,3,5,12,23,5,213
2020-01-01,울산,충북,50,0,1,4,11,4,70,36,0,1,2,16,1,56
2020-01-01,전남,강원,84,0,1,1,1,1,88,79,0,1,0,1,0,81
2020-01-01,전남,경기,1178,10,81,47,35,25,1376,1050,5,89,49,36,23,1252
2020-01-01,전남,경남,9064,116,226,109,195,375,10085,8924,108,236,117,194,370,9949
2020-01-01,전남,경북,1929,19,43,35,158,63,2247,1836,18,39,38,119,53,2103
2020-01-01,전남,광주,39556,406,746,208,133,1243,42292,36895,394,762,191,116,1206,39564
2020-01-01,전남,대구,1023,6,45,11,10,22,1117,804,2,43,8,12,22,891
2020-01-01,전남,대전,621,4,11,8,7,18,669,538,3,6,8,2,12,569
2020-01-01,전남,부산,2424,16,72,35,88,69,2704,2894,24,98,31,102,99,3248
2020-01-01,전남,서울,1100,7,29,27,7,31,1201,932,5,27,10,3,25,1002
2020-01-01,전남,세종,333,0,1,1,8,8,351,188,1,1,0,6,7,203
2020-01-01,전남,울산,277,5,5,4,6,5,302,437,3,9,8,3,16,476
2020-01-01,전남,전남,59902,539,957,494,648,1905,64445,59902,539,957,494,648,1905,64445
2020-01-01,전남,전북,9163,110,237,173,375,223,10281,8309,94,228,223,371,199,9424
2020-01-01,전남,충남,7408,30,412,203,330,216,8599,5833,36,406,176,279,165,6895
2020-01-01,전남,충북,696,4,17,30,42,16,805,535,3,23,29,52,12,654
2020-01-01,전북,강원,261,3,5,4,5,4,282,236,2,6,2,0,5,251
2020-01-01,전북,경기,2141,13,104,50,39,86,2433,1715,10,98,49,66,56,1994
2020-01-01,전북,경남,2637,20,79,32,22,81,2871,2703,17,71,35,20,76,2922
2020-01-01,전북,경북,2261,30,70,31,51,71,2514,2429,31,92,47,31,67,2697
2020-01-01,전북,광주,9821,169,249,96,52,287,10674,8859,137,243,99,53,277,9668
2020-01-01,전북,대구,484,5,30,1,9,6,535,490,5,28,1,0,11,535
2020-01-01,전북,대전,4760,38,48,16,13,173,5048,4350,32,54,19,5,187,4647
2020-01-01,전북,부산,626,2,22,5,12,25,692,723,3,27,1,18,20,792
2020-01-01,전북,서울,1730,8,34,8,11,36,1827,1512,10,31,3,4,47,1607
2020-01-01,전북,세종,1215,5,6,6,9,48,1289,1002,8,7,1,7,36,1061
2020-01-01,전북,울산,77,0,6,0,4,1,88,89,0,6,0,6,3,104
2020-01-01,전북,전남,8309,94,228,223,371,199,9424,9163,110,237,173,375,223,10281
2020-01-01,전북,전북,15703,248,397,158,98,561,17165,15703,248,397,158,98,561,17165
2020-01-01,전북,충남,20094,151,989,313,399,694,22640,17715,158,969,323,386,601,20152
2020-01-01,전북,충북,2503,38,54,83,47,98,2823,2190,45,66,62,55,65,2483
2020-01-01,충남,강원,933,5,16,14,18,33,1019,645,1,8,3,10,29,696
2020-01-01,충남,경기,41472,433,1408,650,746,1866,46575,37591,461,1396,652,720,1783,42603
2020-01-01,충남,경남,2252,15,90,84,92,81,2614,1834,9,56,25,39,67,2030
2020-01-01,충남,경북,4366,28,85,103,152,167,4901,4916,36,88,100,128,181,5449
2020-01-01,충남,광주,4497,33,434,215,110,139,5428,5358,34,429,123,72,143,6159
2020-01-01,충남,대구,1105,9,24,45,42,33,1258,2057,16,39,32,39,81,2264
2020-01-01,충남,대전,12888,116,241,77,48,720,14090,12999,105,240,65,40,741,14190
2020-01-01,충남,부산,147,1,5,13,41,4,211,282,1,8,9,35,13,348
2020-01-01,충남,서울,34302,148,1922,298,205,1272,38147,30134,124,1902,202,190,1161,33713
2020-01-01,충남,세종,6712,67,95,46,38,263,7221,6562,89,92,40,35,279,7097
2020-01-01,충남,울산,165,3,5,12,23,5,213,213,2,2,6,27,11,261
2020-01-01,충남,전남,5833,36,406,176,279,165,6895,7408,30,412,203,330,216,8599
2020-01-01,충남,전북,17715,158,969,323,386,601,20152,20094,151,989,313,399,694,22640
2020-01-01,충남,충남,107903,1132,4588,1770,2236,4320,121949,107903,1132,4588,1770,2236,4320,121949
2020-01-01,충남,충북,10147,194,309,289,312,535,11786,9738,198,312,181,378,536,11343
2020-01-01,충북,강원,6136,80,161,60,38,279,6754,5787,90,123,49,26,241,6316
2020-01-01,충북,경기,28900,617,972,843,561,1339,33232,24680,628,1033,790,582,1191,28904
2020-01-01,충북,경남,2064,14,112,200,116,80,2586,1935,15,67,66,53,64,2200
2020-01-01,충북,경북,8364,72,226,232,165,287,9346,10673,73,220,215,163,346,11690
2020-01-01,충북,광주,667,6,39,41,20,17,790,652,8,33,27,6,18,744
2020-01-01,충북,대구,1582,17,69,99,43,51,1861,2758,20,109,79,73,89,3128
2020-01-01,충북,대전,7497,122,214,49,20,464,8366,8366,165,217,52,26,510,9336
2020-01-01,충북,부산,132,2,5,31,35,4,209,227,2,10,17,39,10,305
2020-01-01,충북,서울,13953,150,811,265,143,566,15888,13661,120,730,164,112,608,15395
2020-01-01,충북,세종,289,8,4,4,1,20,326,284,4,2,4,2,21,317
2020-01-01,충북,울산,36,0,1,2,16,1,56,50,0,1,4,11,4,70
2020-01-01,충북,전남,535,3,23,29,52,12,654,696,4,17,30,42,16,805
2020-01-01,충북,전북,2190,45,66,62,55,65,2483,2503,38,54,83,47,98,2823
2020-01-01,충북,충남,9738,198,312,181,378,536,11343,10147,194,309,289,312,535,11786
2020-01-01,충북,충북,30744,669,739,597,399,1579,34727,30744,669,739,597,399,1579,34727
2020-01-02,강원,강원,74212,1989,3000,1059,1874,4585,86719,74212,1989,3000,1059,1874,4585,86719
2020-01-02,강원,경기,26564,547,1230,580,588,1177,30686,22922,556,1231,577,726,1040,27052
2020-01-02,강원,경남,233,2,10,4,14,10,273,176,2,5,10,8,2,203
2020-01-02,강원,경북,616,21,32,14,23,23,729,553,13,32,16,15,20,649
2020-01-02,강원,광주,121,1,19,9,3,6,159,112,2,15,6,2,1,138
2020-01-02,강원,대구,308,4,3,9,9,9,342,431,7,14,12,9,12,485
2020-01-02,강원,대전,230,2,28,3,0,7,270,227,6,25,4,1,5,268
2020-01-02,강원,부산,11,0,1,0,1,0,13,5,0,0,1,0,0,6
2020-01-02,강원,서울,826,19,262,14,8,29,1158,975,20,250,13,16,41,1315
2020-01-02,강원,세종,10,1,0,0,0,1,12,7,0,0,0,1,0,8
2020-01-02,강원,울산,5,0,1,0,0,0,6,2,0,0,0,0,0,2
2020-01-02,강원,전남,64,2,2,2,13,0,83,60,0,0,6,6,0,72
2020-01-02,강원,전북,165,3,9,7,11,5,200,208,8,15,13,15,7,266
2020-01-02,강원,충남,523,7,16,17,18,17,598,558,8,23,18,68,17,692
2020-01-02,강원,충북,5044,203,264,178,292,289,6270,5058,186,274,143,195,276,6132
2020-01-02,경기,강원,22922,556,1231,577,726,1040,27052,26564,547,1230,580,588,1177,30686
2020-01-02,경기,경기,400159,21786,22788,16754,21050,30521,513058,400159,21786,22788,16754,21050,30521,513058
2020-01-02,경기,경남,2905,71,280,423,313,91,4083,2188,43,224,331,315,76,3177
2020-01-02,경기,경북,4245,168,464,538,391,149,5955,4343,163,438,696,420,162,6222
2020-01-02,경기,광주,834,28,158,169,108,26,1323,785,13,122,161,81,25,1187
2020-01-02,경기,대구,1972,85,181,236,135,64,2673,3044,95,199,279,336,111,4064
2020-01-02,경기,대전,1903,97,190,92,41,90,2413,2431,107,195,103,55,95,2986
2020-01-02,경기,부산,200,8,23,72,79,7,389,326,13,32,76,167,16,630
2020-01-02,경기,서울,137066,7034,8574,3890,2946,9225,168735,144433,6715,8607,4076,2665,9672,176168
2020-01-02,경기,세종,38,3,5,3,0,2,51,58,1,3,3,3,1,69
2020-01-02,경기,울산,40,2,5,6,15,1,69,43,2,6,14,64,0,129
2020-01-02,경기,전남,861,20,92,113,114,22,1222,868,20,78,114,116,28,1224
2020-01-02,경기,전북,1466,49,150,113,154,47,1979,1530,52,145,155,174,59,2115
2020-01-02,경기,충남,37160,1394,2529,2035,3624,1954,48696,34624,1328,2434,1857,3500,1841,45584
2020-01-02,경기,충북,27980,2067,2753,2670,2824,1356,39650,26238,1964,2564,2489,2869,1314,37438
2020-01-02,경남,강원,176,2,5,10,8,2,203,233,2,10,4,14,10,273
2020-01-02,경남,경기,2188,43,224,331,315,76,3177,2905,71,280,423,313,91,4083
2020-01-02,경남,경남,190758,9492,9237,6307,10544,14784,241122,190758,9492,9237,6307,10544,14784,241122
2020-01-02,경남,경북,11736,585,887,796,1481,603,16088,14259,831,1089,1002,2150,672,20003
2020-01-02,경남,광주,1256,44,112,148,118,32,1710,1365,40,140,95,97,38,1775
2020-01-02,경남,대구,14133,686,888,918,1462,646,18733,11418,462,708,369,366,538,13861
2020-01-02,경남,대전,784,16,96,58,25,25,1004,1152,22,101,80,59,38,1452
2020-01-02,경남,부산,86416,2486,2823,1449,3961,6261,103396,86960,2606,2904,1517,4098,6336,104421
2020-01-02,경남,서울,1932,27,402,196,128,74,2759,2789,36,441,65,52,102,3485
2020-01-02,경남,세종,192,0,10,7,8,3,220,280,1,24,8,14,6,333
2020-01-02,경남,울산,10900,491,554,311,469,651,13376,10386,483,564,314,477,620,12844
2020-01-02,경남,전남,6813,254,435,477,1145,285,9409,6691,249,420,403,1112,269,9144
2020-01-02,경남,전북,1607,33,137,92,98,51,2018,1663,30,140,102,93,43,2071
2020-01-02,경남,충남,1431,32,84,187,181,39,1954,1760,37,147,201,351,58,2554
2020-01-02,경남,충북,1299,40,119,206,237,48,1949,1593,58,172,313,406,58,2600
2020-01-02,경북,강원,553,13,32,16,15,20,649,616,21,32,14,23,23,729
2020-01-02,경북,경기,4343,163,438,696,420,162,6222,4245,168,464,538,391,149,5955
2020-01-02,경북,경남,14259,831,1089,1002,2150,672,20003,11736,585,887,796,1481,603,16088
2020-01-02,경북,경북,74377,3347,3742,2334,3759,4034,91593,74377,3347,3742,2334,3759,4034,91593
2020-01-02,경북,광주,906,45,125,122,62,32,1292,960,30,70,105,43,33,1241
2020-01-02,경북,대구,69603,2615,2505,1294,2350,3920,82287,74402,2912,3015,1666,2741,4058,88794
2020-01-02,경북,대전,1862,52,100,86,68,82,2250,1970,34,94,82,54,93,2327
2020-01-02,경북,부산,5150,113,314,138,524,234,6473,5991,106,353,163,629,269,7511
2020-01-02,경북,서울,2851,83,315,329,110,112,3800,3039,65,309,147,62,98,3720
2020-01-02,경북,세종,294,2,21,22,17,10,366,314,5,14,21,9,7,370
2020-01-02,경북,울산,5778,120,277,364,963,328,7830,5443,119,267,283,1092,319,7523
2020-01-02,경북,전남,1287,42,59,112,392,37,1929,1224,43,72,83,462,36,1920
2020-01-02,경북,전북,1966,81,175,160,184,61,2627,1698,84,163,136,186,47,2314
2020-01-02,경북,충남,3272,107,277,396,481,113,4646,3341,104,265,298,593,128,4729
2020-01-02,경북,충북,5413,223,448,550,776,230,7640,5143,212,473,481,770,212,7291
2020-01-02,광주,강원,112,2,15,6,2,1,138,121,1,19,9,3,6,159
2020-01-02,광주,경기,785,13,122,161,81,25,1187,834,28,158,169,108,26,1323
2020-01-02,광주,경남,1365,40,140,95,97,38,1775,1256,44,112,148,118,32,1710
2020-01-02,광주,경북,960,30,70,105,43,33,1241,906,45,125,122,62,32,1292
2020-01-02,광주,광주,12486,458,605,343,202,556,14650,12486,458,605,343,202,556,14650
2020-01-02,광주,대구,568,29,90,68,21,18,794,646,29,98,60,24,18,875
2020-01-02,광주,대전,436,22,13,12,8,11,502,533,14,16,20,12,10,605
2020-01-02,광주,부산,446,12,39,26,69,5,597,606,22,45,48,87,18,826
2020-01-02,광주,서울,693,13,17,44,11,23,801,774,19,17,23,12,34,879
2020-01-02,광주,세종,151,3,7,5,6,4,176,174,5,6,10,3,3,201
2020-01-02,광주,울산,54,2,6,1,5,2,70,50,0,7,5,3,2,67
2020-01-02,광주,전남,34804,922,1267,831,1393,1376,40593,31932,892,1014,730,1189,1321,37078
2020-01-02,광주,전북,8210,393,514,325,373,335,10150,7842,415,441,246,330,320,9594
2020-01-02,광주,충남,4144,76,515,334,198,108,5375,3829,85,505,352,207,124,5102
2020-01-02,광주,충북,652,26,63,81,47,21,890,652,26,67,120,46,18,929
2020-01-02,대구,강원,431,7,14,12,9,12,485,308,4,3,9,9,9,342
2020-01-02,대구,경기,3044,95,199,279,336,111,4064,1972,85,181,236,135,64,2673
2020-01-02,대구,경남,11418,462,708,369,366,538,13861,14133,686,888,918,1462,646,18733
2020-01-02,대구,경북,74402,2912,3015,1666,2741,4058,88794,69603,2615,2505,1294,2350,3920,82287
2020-01-02,대구,광주,646,29,98,60,24,18,875,568,29,90,68,21,18,794
2020-01-02,대구,대구,57708,2062,1495,760,1228,3851,67104,57708,2062,1495,760,1228,3851,67104
2020-01-02,대구,대전,1009,35,49,46,25,40,1204,685,21,37,25,18,25,811
2020-01-02,대구,부산,672,50,105,58,105,31,1021,3378,92,230,94,215,149,4158
2020-01-02,대구,서울,2537,53,172,127,87,79,3055,1700,40,121,38,32,53,1984
2020-01-02,대구,세종,271,5,16,5,8,13,318,184,0,7,3,4,8,206
2020-01-02,대구,울산,1477,44,134,60,127,86,1928,1341,53,125,70,170,75,1834
2020-01-02,대구,전남,615,11,38,22,42,17,745,526,14,31,41,66,17,695
2020-01-02,대구,전북,411,13,35,7,17,18,501,324,12,35,20,15,12,418
2020-01-02,대구,충남,1795,48,115,158,226,53,2395,1059,45,71,106,125,41,1447
2020-01-02,대구,충북,2113,74,194,207,320,76,2984,1352,79,135,140,83,33,1822
2020-01-02,대전,강원,227,6,25,4,1,5,268,230,2,28,3,0,7,270
2020-01-02,대전,경기,2431,107,195,103,55,95,2986,1903,97,190,92,41,90,2413
2020-01-02,대전,경남,1152,22,101,80,59,38,1452,784,16,96,58,25,25,1004
2020-01-02,대전,경북,1970,34,94,82,54,93,2327,1862,52,100,86,68,82,2250
2020-01-02,대전,광주,533,14,16,20,12,10,605,436,22,13,12,8,11,502
2020-01-02,대전,대구,685,21,37,25,18,25,811,1009,35,49,46,25,40,1204
2020-01-02,대전,대전,13327,377,388,163,185,1011,15451,13327,377,388,163,185,1011,15451
2020-01-02,대전,부산,85,2,6,11,17,4,125,87,0,2,16,16,4,125
2020-01-02,대전,서울,1915,36,208,22,12,68,2261,1680,49,204,12,7,69,2021
2020-01-02,대전,세종,3334,79,65,22,103,248,3851,3287,94,67,29,188,260,3925
2020-01-02,대전,울산,100,1,11,16,16,4,148,90,0,11,8,27,2,138
2020-01-02,대전,전남,323,6,11,29,34,12,415,343,9,14,17,18,8,409
2020-01-02,대전,전북,3384,83,79,63,30,165,3804,3066,95,79,60,30,176,3506
2020-01-02,대전,충남,16218,423,508,187,305,1182,18823,13684,405,463,208,274,1072,16106
2020-01-02,대전,충북,10939,442,424,175,146,796,12922,9313,365,378,146,134,701,11037
2020-01-02,부산,강원,5,0,0,1,0,0,6,11,0,1,0,1,0,13
2020-01-02,부산,경기,326,13,32,76,167,16,630,200,8,23,72,79,7,389
2020-01-02,부산,경남,86960,2606,2904,1517,4098,6336,104421,86416,2486,2823,1449,3961,6261,103396
2020-01-02,부산,경북,5991,106,353,163,629,269,7511,5150,113,314,138,524,234,6473
2020-01-02,부산,광주,606,22,45,48,87,18,826,446,12,39,26,69,5,597
2020-01-02,부산,대구,3378,92,230,94,215,149,4158,672,50,105,58,105,31,1021
2020-01-02,부산,대전,87,0,2,16,16,4,125,85,2,6,11,17,4,125
2020-01-02,부산,부산,41538,659,529,511,1705,2952,47894,41538,659,529,511,1705,2952,47894
2020-01-02,부산,서울,214,11,14,27,41,2,309,185,6,5,13,18,3,230
2020-01-02,부산,세종,20,1,1,0,3,2,27,22,1,3,0,1,0,27
2020-01-02,부산,울산,18824,356,407,541,2112,1204,23444,17456,340,311,367,1996,1200,21670
2020-01-02,부산,전남,2437,75,116,157,456,98,3339,1953,74,122,141,501,71,2862
2020-01-02,부산,전북,485,6,33,24,83,13,644,401,9,31,24,50,6,521
2020-01-02,부산,충남,219,8,14,52,107,3,403,141,7,12,36,120,2,318
2020-01-02,부산,충북,153,11,16,55,180,5,420,110,13,15,58,139,3,338
2020-01-02,서울,강원,975,20,250,13,16,41,1315,826,19,262,14,8,29,1158
2020-01-02,서울,경기,144433,6715,8607,4076,2665,9672,176168,137066,7034,8574,3890,2946,9225,168735
2020-01-02,서울,경남,2789,36,441,65,52,102,3485,1932,27,402,196,128,74,2759
2020-01-02,서울,경북,3039,65,309,147,62,98,3720,2851,83,315,329,110,112,3800
2020-01-02,서울,광주,774,19,17,23,12,34,879,693,13,17,44,11,23,801
2020-01-02,서울,대구,1700,40,121,38,32,53,1984,2537,53,172,127,87,79,3055
2020-01-02,서울,대전,1680,49,204,12,7,69,2021,1915,36,208,22,12,68,2261
2020-01-02,서울,부산,185,6,5,13,18,3,230,214,11,14,27,41,2,309
2020-01-02,서울,서울,171,5,4,5,3,10,198,171,5,4,5,3,10,198
2020-01-02,서울,세종,22,0,2,0,1,1,26,32,1,0,1,0,1,35
2020-01-02,서울,울산,35,0,0,0,0,1,36,36,1,6,2,7,1,53
2020-01-02,서울,전남,970,9,26,31,18,32,1086,936,14,36,69,50,26,1131
2020-01-02,서울,전북,1465,14,51,14,27,31,1602,1300,20,50,28,27,37,1462
2020-01-02,서울,충남,26852,459,2253,609,599,1104,31876,25645,603,2289,1205,1052,994,31788
2020-01-02,서울,충북,14725,517,1147,579,492,659,18119,12400,612,1166,649,573,531,15931
2020-01-02,세종,강원,7,0,0,0,1,0,8,10,1,0,0,0,1,12
2020-01-02,세종,경기,58,1,3,3,3,1,69,38,3,5,3,0,2,51
2020-01-02,세종,경남,280,1,24,8,14,6,333,192,0,10,7,8,3,220
2020-01-02,세종,경북,314,5,14,21,9,7,370,294,2,21,22,17,10,366
2020-01-02,세종,광주,174,5,6,10,3,3,201,151,3,7,5,6,4,176
2020-01-02,세종,대구,184,0,7,3,4,8,206,271,5,16,5,8,13,318
2020-01-02,세종,대전,3287,94,67,29,188,260,3925,3334,79,65,22,103,248,3851
2020-01-02,세종,부산,22,1,3,0,1,0,27,20,1,1,0,3,2,27
2020-01-02,세종,서울,32,1,0,1,0,1,35,22,0,2,0,1,1,26
2020-01-02,세종,세종,226,25,4,2,0,17,274,226,25,4,2,0,17,274
2020-01-02,세종,울산,12,0,0,4,4,2,22,15,0,0,1,7,0,23
2020-01-02,세종,전남,187,4,3,9,14,5,222,159,0,1,4,17,4,185
2020-01-02,세종,전북,798,15,26,8,21,31,899,716,15,21,23,29,29,833
2020-01-02,세종,충남,5879,135,139,68,124,336,6681,4148,121,155,81,107,223,4835
2020-01-02,세종,충북,336,11,27,19,10,20,423,272,13,12,11,17,17,342
2020-01-02,울산,강원,2,0,0,0,0,0,2,5,0,1,0,0,0,6
2020-01-02,울산,경기,43,2,6,14,64,0,129,40,2,5,6,15,1,69
2020-01-02,울산,경남,10386,483,564,314,477,620,12844,10900,491,554,311,469,651,13376
2020-01-02,울산,경북,5443,119,267,283,1092,319,7523,5778,120,277,364,963,328,7830
2020-01-02,울산,광주,50,0,7,5,3,2,67,54,2,6,1,5,2,70
2020-01-02,울산,대구,1341,53,125,70,170,75,1834,1477,44,134,60,127,86,1928
2020-01-02,울산,대전,90,0,11,8,27,2,138,100,1,11,16,16,4,148
2020-01-02,울산,부산,17456,340,311,367,1996,1200,21670,18824,356,407,541,2112,1204,23444
2020-01-02,울산,서울,36,1,6,2,7,1,53,35,0,0,0,0,1,36
2020-01-02,울산,세종,15,0,0,1,7,0,23,12,0,0,4,4,2,22
2020-01-02,울산,울산,7849,189,320,190,429,704,9681,7849,189,320,190,429,704,9681
2020-01-02,울산,전남,365,6,17,15,24,7,434,264,12,20,6,16,8,326
2020-01-02,울산,전북,62,0,9,1,14,1,87,64,0,7,1,2,1,75
2020-01-02,울산,충남,157,6,14,32,100,4,313,109,3,11,20,87,4,234
2020-01-02,울산,충북,27,3,1,11,39,1,82,28,1,0,6,20,2,57
2020-01-02,전남,강원,60,0,0,6,6,0,72,64,2,2,2,13,0,83
2020-01-02,전남,경기,868,20,78,114,116,28,1224,861,20,92,113,114,22,1222
2020-01-02,전남,경남,6691,249,420,403,1112,269,9144,6813,254,435,477,1145,285,9409
2020-01-02,전남,경북,1224,43,72,83,462,36,1920,1287,42,59,112,392,37,1929
2020-01-02,전남,광주,31932,892,1014,730,1189,1321,37078,34804,922,1267,831,1393,1376,40593
2020-01-02,전남,대구,526,14,31,41,66,17,695,615,11,38,22,42,17,745
2020-01-02,전남,대전,343,9,14,17,18,8,409,323,6,11,29,34,12,415
2020-01-02,전남,부산,1953,74,122,141,501,71,2862,2437,75,116,157,456,98,3339
2020-01-02,전남,서울,936,14,36,69,50,26,1131,970,9,26,31,18,32,1086
2020-01-02,전남,세종,159,0,1,4,17,4,185,187,4,3,9,14,5,222
2020-01-02,전남,울산,264,12,20,6,16,8,326,365,6,17,15,24,7,434
2020-01-02,전남,전남,46725,1196,1542,1644,3792,1927,56826,46725,1196,1542,1644,3792,1927,56826
2020-01-02,전남,전북,5367,254,486,503,1130,174,7914,5488,236,457,481,1116,162,7940
2020-01-02,전남,충남,4795,91,452,763,1284,145,7530,4873,68,454,394,852,140,6781
2020-01-02,전남,충북,476,14,33,75,207,18,823,463,22,45,86,216,13,845
2020-01-02,전북,강원,208,8,15,13,15,7,266,165,3,9,7,11,5,200
2020-01-02,전북,경기,1530,52,145,155,174,59,2115,1466,49,150,113,154,47,1979
2020-01-02,전북,경남,1663,30,140,102,93,43,2071,1607,33,137,92,98,51,2018
2020-01-02,전북,경북,1698,84,163,136,186,47,2314,1966,81,175,160,184,61,2627
2020-01-02,전북,광주,7842,415,441,246,330,320,9594,8210,393,514,325,373,335,10150
2020-01-02,전북,대구,324,12,35,20,15,12,418,411,13,35,7,17,18,501
2020-01-02,전북,대전,3066,95,79,60,30,176,3506,3384,83,79,63,30,165,3804
2020-01-02,전북,부산,401,9,31,24,50,6,521,485,6,33,24,83,13,644
2020-01-02,전북,서울,1300,20,50,28,27,37,1462,1465,14,51,14,27,31,1602
2020-01-02,전북,세종,716,15,21,23,29,29,833,798,15,26,8,21,31,899
2020-01-02,전북,울산,64,0,7,1,2,1,75,62,0,9,1,14,1,87
2020-01-02,전북,전남,5488,236,457,481,1116,162,7940,5367,254,486,503,1130,174,7914
2020-01-02,전북,전북,15300,603,890,652,722,569,18736,15300,603,890,652,722,569,18736
2020-01-02,전북,충남,13918,488,1480,1024,1211,476,18597,13514,477,1436,727,1095,484,17733
2020-01-02,전북,충북,1890,103,162,248,242,64,2709,1846,116,191,255,207,51,2666
2020-01-02,충남,강원,558,8,23,18,68,17,692,523,7,16,17,18,17,598
2020-01-02,충남,경기,34624,1328,2434,1857,3500,1841,45584,37160,1394,2529,2035,3624,1954,48696
2020-01-02,충남,경남,1760,37,147,201,351,58,2554,1431,32,84,187,181,39,1954
2020-01-02,충남,경북,3341,104,265,298,593,128,4729,3272,107,277,396,481,113,4646
2020-01-02,충남,광주,3829,85,505,352,207,124,5102,4144,76,515,334,198,108,5375
2020-01-02,충남,대구,1059,45,71,106,125,41,1447,1795,48,115,158,226,53,2395
2020-01-02,충남,대전,13684,405,463,208,274,1072,16106,16218,423,508,187,305,1182,18823
2020-01-02,충남,부산,141,7,12,36,120,2,318,219,8,14,52,107,3,403
2020-01-02,충남,서울,25645,603,2289,1205,1052,994,31788,26852,459,2253,609,599,1104,31876
2020-01-02,충남,세종,4148,121,155,81,107,223,4835,5879,135,139,68,124,336,6681
2020-01-02,충남,울산,109,3,11,20,87,4,234,157,6,14,32,100,4,313
2020-01-02,충남,전남,4873,68,454,394,852,140,6781,4795,91,452,763,1284,145,7530
2020-01-02,충남,전북,13514,477,1436,727,1095,484,17733,13918,488,1480,1024,1211,476,18597
2020-01-02,충남,충남,96199,3298,7587,5888,8583,4605,126160,96199,3298,7587,5888,8583,4605,126160
2020-01-02,충남,충북,12862,615,815,830,1213,777,17112,11679,584,801,731,1208,697,15700
2020-01-02,충북,강원,5058,186,274,143,195,276,6132,5044,203,264,178,292,289,6270
2020-01-02,충북,경기,26238,1964,2564,2489,2869,1314,37438,27980,2067,2753,2670,2824,1356,39650
2020-01-02,충북,경남,1593,58,172,313,406,58,2600,1299,40,119,206,237,48,1949
2020-01-02,충북,경북,5143,212,473,481,770,212,7291,5413,223,448,550,776,230,7640
2020-01-02,충북,광주,652,26,67,120,46,18,929,652,26,63,81,47,21,890
2020-01-02,충북,대구,1352,79,135,140,83,33,1822,2113,74,194,207,320,76,2984
