date,sregion,eregion,e1,e2,e3,e4,e5,e6,etotal,s1,s2,s3,s4,s5,s6,stotal
2020-02-02,경북,경북,69730,826,1604,483,420,3319,76382,69730,826,1604,483,420,3319,76382
2020-02-02,경북,광주,861,14,66,58,15,31,1045,947,10,41,65,13,31,1107
2020-02-02,경북,대구,59978,617,1272,257,275,2875,65274,62899,638,1486,296,318,2999,68636
2020-02-02,경북,대전,2091,11,70,25,22,102,2321,2155,7,68,9,12,112,2363
2020-02-02,경북,부산,7075,38,315,23,57,306,7814,7369,36,350,26,78,307,8166
2020-02-02,경북,서울,4109,24,332,130,27,109,4731,2927,18,316,43,21,105,3430
2020-02-02,경북,세종,348,1,7,3,2,14,375,301,1,7,6,2,13,330
2020-02-02,경북,울산,6677,23,148,65,208,363,7484,5780,25,131,37,213,296,6482
2020-02-02,경북,전남,1253,15,53,33,65,39,1458,1309,11,46,26,112,33,1537
2020-02-02,경북,전북,1634,27,80,22,40,44,1847,1732,31,56,22,31,46,1918
2020-02-02,경북,충남,3611,22,71,51,85,153,3993,3157,21,73,60,96,126,3533
2020-02-02,경북,충북,6432,63,188,135,119,248,7185,5760,60,205,122,90,196,6433
2020-02-02,광주,강원,104,0,16,1,2,1,124,128,0,16,5,0,6,155
2020-02-02,광주,경기,901,4,87,37,19,28,1076,708,8,111,37,8,21,893
2020-02-02,광주,경남,1437,16,105,35,13,42,1648,1434,20,83,35,17,55,1644
2020-02-02,광주,경북,947,10,41,65,13,31,1107,861,14,66,58,15,31,1045
2020-02-02,광주,광주,9925,125,444,75,37,365,10971,9925,125,444,75,37,365,10971
2020-02-02,광주,대구,599,12,79,45,14,22,771,712,10,84,28,7,19,860
2020-02-02,광주,대전,467,3,5,1,6,12,494,503,4,10,1,2,11,531
2020-02-02,광주,부산,483,8,52,6,5,17,571,677,4,70,4,7,23,785
2020-02-02,광주,서울,897,8,17,8,7,24,961,692,14,10,8,2,17,743
2020-02-02,광주,세종,189,1,2,0,1,7,200,159,1,1,1,3,5,170
2020-02-02,광주,울산,71,0,11,0,0,3,85,48,0,9,1,2,3,63
2020-02-02,광주,전남,30299,270,807,166,129,1045,32716,29789,248,701,275,137,1082,32232
2020-02-02,광주,전북,7144,76,205,61,58,237,7781,7722,92,222,61,45,286,8428
2020-02-02,광주,충남,4975,45,522,127,70,146,5885,4148,34,519,101,39,101,4942
2020-02-02,광주,충북,640,10,32,25,15,22,744,624,7,42,38,7,19,737
2020-02-02,대구,강원,400,4,24,1,1,17,447,437,3,11,3,0,7,461
2020-02-02,대구,경기,3095,19,143,78,58,109,3502,1898,10,131,50,17,61,2167
2020-02-02,대구,경남,12351,113,601,82,49,549,13745,15256,160,679,242,342,676,17355
2020-02-02,대구,경북,62899,638,1486,296,318,2999,68636,59978,617,1272,257,275,2875,65274
2020-02-02,대구,광주,712,10,84,28,7,19,860,599,12,79,45,14,22,771
2020-02-02,대구,대구,36671,378,655,150,132,2088,40074,36671,378,655,150,132,2088,40074
2020-02-02,대구,대전,1132,5,33,5,9,47,1231,737,4,21,11,1,31,805
2020-02-02,대구,부산,765,10,48,23,30,43,919,4209,37,168,27,33,177,4651
2020-02-02,대구,서울,2719,21,181,45,22,85,3073,1766,11,135,18,13,45,1988
2020-02-02,대구,세종,340,1,10,0,1,14,366,206,0,2,0,1,7,216
2020-02-02,대구,울산,1677,14,104,10,36,87,1928,1420,6,97,7,40,72,1642
2020-02-02,대구,전남,658,8,49,9,17,13,754,796,4,48,18,21,30,917
2020-02-02,대구,전북,434,0,47,1,4,11,497,471,4,41,7,4,21,548
2020-02-02,대구,충남,1685,10,36,25,28,73,1857,1000,13,21,20,19,47,1120
2020-02-02,대구,충북,2188,21,146,50,49,97,2551,1537,11,86,47,22,77,1780
2020-02-02,대전,강원,227,0,36,0,0,6,269,276,1,33,0,3,10,323
2020-02-02,대전,경기,2638,32,158,19,8,134,2989,1986,17,163,23,6,107,2302
2020-02-02,대전,경남,1273,9,98,12,4,51,1447,1068,7,97,30,7,45,1254
2020-02-02,대전,경북,2155,7,68,9,12,112,2363,2091,11,70,25,22,102,2321
2020-02-02,대전,광주,503,4,10,1,2,11,531,467,3,5,1,6,12,494
2020-02-02,대전,대구,737,4,21,11,1,31,805,1132,5,33,5,9,47,1231
2020-02-02,대전,대전,8382,77,113,30,22,587,9211,8382,77,113,30,22,587,9211
2020-02-02,대전,부산,95,0,2,2,1,6,106,139,1,1,1,2,3,147
2020-02-02,대전,서울,2211,8,249,11,1,116,2596,1734,9,234,3,0,82,2062
2020-02-02,대전,세종,2072,32,30,1,8,150,2293,1832,29,28,8,6,125,2028
2020-02-02,대전,울산,136,0,12,1,9,2,160,108,2,14,0,7,3,134
2020-02-02,대전,전남,376,1,12,4,1,11,405,453,1,17,5,2,18,496
2020-02-02,대전,전북,3398,25,52,8,8,158,3649,3858,21,50,22,9,165,4125
2020-02-02,대전,충남,10785,67,253,36,27,696,11864,9902,98,234,42,28,586,10890
2020-02-02,대전,충북,7495,117,240,18,13,461,8344,6866,93,227,23,20,481,7710
2020-02-02,부산,강원,3,0,0,0,0,0,3,2,0,1,0,0,0,3
2020-02-02,부산,경기,425,5,9,24,21,22,506,236,3,6,36,18,7,306
2020-02-02,부산,경남,71331,638,1667,234,542,4621,79033,72836,609,1795,248,553,4573,80614
2020-02-02,부산,경북,7369,36,350,26,78,307,8166,7075,38,315,23,57,306,7814
2020-02-02,부산,광주,677,4,70,4,7,23,785,483,8,52,6,5,17,571
2020-02-02,부산,대구,4209,37,168,27,33,177,4651,765,10,48,23,30,43,919
2020-02-02,부산,대전,139,1,1,1,2,3,147,95,0,2,2,1,6,106
2020-02-02,부산,부산,43069,137,228,80,212,2443,46169,43069,137,228,80,212,2443,46169
2020-02-02,부산,서울,381,5,17,15,9,19,446,259,7,9,8,13,4,300
2020-02-02,부산,세종,40,0,0,0,0,2,42,25,0,0,0,0,1,26
2020-02-02,부산,울산,17580,67,165,80,420,1099,19411,16201,64,106,55,400,1055,17881
2020-02-02,부산,전남,2343,17,140,27,96,77,2700,2160,19,125,81,89,60,2534
2020-02-02,부산,전북,425,3,55,5,17,12,517,500,4,44,5,18,11,582
2020-02-02,부산,충남,257,2,6,8,25,7,305,157,1,7,6,17,5,193
2020-02-02,부산,충북,212,3,6,6,25,7,259,140,2,3,21,15,6,187
2020-02-02,서울,강원,849,7,327,0,2,39,1224,1298,7,412,4,1,48,1770
2020-02-02,서울,경기,103822,1818,4184,1044,405,6342,117615,99367,1808,4293,1205,409,5875,112957
2020-02-02,서울,경남,2345,17,514,26,16,78,2996,2212,19,488,139,67,68,2993
2020-02-02,서울,경북,2927,18,316,43,21,105,3430,4109,24,332,130,27,109,4731
2020-02-02,서울,광주,692,14,10,8,2,17,743,897,8,17,8,7,24,961
2020-02-02,서울,대구,1766,11,135,18,13,45,1988,2719,21,181,45,22,85,3073
2020-02-02,서울,대전,1734,9,234,3,0,82,2062,2211,8,249,11,1,116,2596
2020-02-02,서울,부산,259,7,9,8,13,4,300,381,5,17,15,9,19,446
2020-02-02,서울,서울,168,1,6,3,0,9,187,168,1,6,3,0,9,187
2020-02-02,서울,세종,25,0,0,0,0,2,27,24,0,0,0,0,0,24
2020-02-02,서울,울산,25,0,3,0,1,0,29,21,0,3,0,3,0,27
2020-02-02,서울,전남,867,4,14,4,8,37,934,1220,4,30,43,28,33,1358
2020-02-02,서울,전북,1211,9,39,5,2,30,1296,1877,7,42,14,6,52,1998
2020-02-02,서울,충남,28144,145,2083,214,188,1148,31922,32839,183,2185,561,316,1261,37345
2020-02-02,서울,충북,13522,104,900,215,130,599,15470,13762,103,921,193,107,600,15686
2020-02-02,세종,강원,6,0,1,0,0,0,7,10,0,1,0,0,0,11
2020-02-02,세종,경기,61,1,2,0,1,5,70,30,1,3,4,0,2,40
2020-02-02,세종,경남,253,3,16,1,0,10,283,253,4,7,0,0,9,273
2020-02-02,세종,경북,301,1,7,6,2,13,330,348,1,7,3,2,14,375
2020-02-02,세종,광주,159,1,1,1,3,5,170,189,1,2,0,1,7,200
2020-02-02,세종,대구,206,0,2,0,1,7,216,340,1,10,0,1,14,366
2020-02-02,세종,대전,1832,29,28,8,6,125,2028,2072,32,30,1,8,150,2293
2020-02-02,세종,부산,25,0,0,0,0,1,26,40,0,0,0,0,2,42
2020-02-02,세종,서울,24,0,0,0,0,0,24,25,0,0,0,0,2,27
2020-02-02,세종,세종,182,3,0,0,0,14,199,182,3,0,0,0,14,199
2020-02-02,세종,울산,6,0,0,1,0,0,7,7,0,0,0,1,1,9
2020-02-02,세종,전남,170,3,0,0,2,9,184,262,0,2,2,1,7,274
2020-02-02,세종,전북,687,0,12,5,14,29,747,826,3,9,1,10,39,888
2020-02-02,세종,충남,4497,50,80,19,20,190,4856,3787,34,87,12,33,148,4101
2020-02-02,세종,충북,274,3,2,0,2,13,294,279,6,1,0,2,13,301
2020-02-02,울산,강원,4,0,0,0,0,0,4,6,0,0,0,0,0,6
2020-02-02,울산,경기,29,1,1,7,15,1,54,24,0,0,2,9,1,36
2020-02-02,울산,경남,9684,106,319,40,50,554,10753,10222,127,287,46,37,600,11319
2020-02-02,울산,경북,5780,25,131,37,213,296,6482,6677,23,148,65,208,363,7484
2020-02-02,울산,광주,48,0,9,1,2,3,63,71,0,11,0,0,3,85
2020-02-02,울산,대구,1420,6,97,7,40,72,1642,1677,14,104,10,36,87,1928
2020-02-02,울산,대전,108,2,14,0,7,3,134,136,0,12,1,9,2,160
2020-02-02,울산,부산,16201,64,106,55,400,1055,17881,17580,67,165,80,420,1099,19411
2020-02-02,울산,서울,21,0,3,0,3,0,27,25,0,3,0,1,0,29
2020-02-02,울산,세종,7,0,0,0,1,1,9,6,0,0,1,0,0,7
2020-02-02,울산,울산,5267,38,130,24,40,394,5893,5267,38,130,24,40,394,5893
2020-02-02,울산,전남,223,2,8,3,4,12,252,237,4,12,5,5,6,269
2020-02-02,울산,전북,63,0,7,0,0,0,70,67,0,7,0,1,1,76
2020-02-02,울산,충남,120,0,5,6,32,1,164,100,0,5,7,15,1,128
2020-02-02,울산,충북,21,1,2,1,4,0,29,20,0,2,3,8,1,34
2020-02-02,전남,강원,71,0,2,2,11,4,90,78,0,2,1,4,3,88
2020-02-02,전남,경기,1154,5,73,49,48,28,1357,782,6,84,29,42,23,966
2020-02-02,전남,경남,6528,80,288,112,167,279,7454,6583,71,285,88,123,287,7437
2020-02-02,전남,경북,1309,11,46,26,112,33,1537,1253,15,53,33,65,39,1458
2020-02-02,전남,광주,29789,248,701,275,137,1082,32232,30299,270,807,166,129,1045,32716
2020-02-02,전남,대구,796,4,48,18,21,30,917,658,8,49,9,17,13,754
2020-02-02,전남,대전,453,1,17,5,2,18,496,376,1,12,4,1,11,405
2020-02-02,전남,부산,2160,19,125,81,89,60,2534,2343,17,140,27,96,77,2700
2020-02-02,전남,서울,1220,4,30,43,28,33,1358,867,4,14,4,8,37,934
2020-02-02,전남,세종,262,0,2,2,1,7,274,170,3,0,0,2,9,184
2020-02-02,전남,울산,237,4,12,5,5,6,269,223,2,8,3,4,12,252
2020-02-02,전남,전남,41215,372,1038,736,705,1435,45501,41215,372,1038,736,705,1435,45501
2020-02-02,전남,전북,5946,111,174,243,248,189,6911,5439,77,199,180,260,182,6337
2020-02-02,전남,충남,6145,49,392,423,407,188,7604,4579,26,371,124,147,136,5383
2020-02-02,전남,충북,579,3,19,25,41,20,687,430,1,34,20,42,12,539
2020-02-02,전북,강원,175,0,6,13,1,6,201,194,1,10,5,2,3,215
2020-02-02,전북,경기,2155,14,106,44,20,91,2430,1286,15,124,25,20,41,1511
2020-02-02,전북,경남,2040,22,94,30,16,84,2286,1728,16,89,21,8,57,1919
2020-02-02,전북,경북,1732,31,56,22,31,46,1918,1634,27,80,22,40,44,1847
2020-02-02,전북,광주,7722,92,222,61,45,286,8428,7144,76,205,61,58,237,7781
2020-02-02,전북,대구,471,4,41,7,4,21,548,434,0,47,1,4,11,497
2020-02-02,전북,대전,3858,21,50,22,9,165,4125,3398,25,52,8,8,158,3649
2020-02-02,전북,부산,500,4,44,5,18,11,582,425,3,55,5,17,12,517
2020-02-02,전북,서울,1877,7,42,14,6,52,1998,1211,9,39,5,2,30,1296
2020-02-02,전북,세종,826,3,9,1,10,39,888,687,0,12,5,14,29,747
2020-02-02,전북,울산,67,0,7,0,1,1,76,63,0,7,0,0,0,70
2020-02-02,전북,전남,5439,77,199,180,260,182,6337,5946,111,174,243,248,189,6911
2020-02-02,전북,전북,12332,175,410,124,104,427,13572,12332,175,410,124,104,427,13572
2020-02-02,전북,충남,16109,138,987,235,290,559,18318,13264,119,956,156,211,474,15180
2020-02-02,전북,충북,2330,34,74,119,48,85,2690,1754,37,96,68,42,56,2053
2020-02-02,충남,강원,511,2,17,7,12,20,569,654,1,15,5,4,29,708
2020-02-02,충남,경기,33925,316,1303,382,525,1638,38089,31503,303,1277,467,567,1640,35757
2020-02-02,충남,경남,1507,13,56,51,49,58,1734,1578,11,52,41,31,69,1782
2020-02-02,충남,경북,3157,21,73,60,96,126,3533,3611,22,71,51,85,153,3993
2020-02-02,충남,광주,4148,34,519,101,39,101,4942,4975,45,522,127,70,146,5885
2020-02-02,충남,대구,1000,13,21,20,19,47,1120,1685,10,36,25,28,73,1857
2020-02-02,충남,대전,9902,98,234,42,28,586,10890,10785,67,253,36,27,696,11864
2020-02-02,충남,부산,157,1,7,6,17,5,193,257,2,6,8,25,7,305
2020-02-02,충남,서울,32839,183,2185,561,316,1261,37345,28144,145,2083,214,188,1148,31922
2020-02-02,충남,세종,3787,34,87,12,33,148,4101,4497,50,80,19,20,190,4856
2020-02-02,충남,울산,100,0,5,7,15,1,128,120,0,5,6,32,1,164
2020-02-02,충남,전남,4579,26,371,124,147,136,5383,6145,49,392,423,407,188,7604
2020-02-02,충남,전북,13264,119,956,156,211,474,15180,16109,138,987,235,290,559,18318
2020-02-02,충남,충남,86114,886,4589,1388,1680,3607,98264,86114,886,4589,1388,1680,3607,98264
2020-02-02,충남,충북,9015,153,314,188,202,483,10355,8518,143,301,182,241,480,9865
2020-02-02,충북,강원,4542,54,150,40,49,240,5075,5246,68,137,46,51,239,5787
2020-02-02,충북,경기,25810,457,845,391,447,1264,29214,22684,427,831,473,486,1178,26079
2020-02-02,충북,경남,1529,20,117,89,61,60,1876,1514,16,61,57,51,60,1759
2020-02-02,충북,경북,5760,60,205,122,90,196,6433,6432,63,188,135,119,248,7185
2020-02-02,충북,광주,624,7,42,38,7,19,737,640,10,32,25,15,22,744
2020-02-02,충북,대구,1537,11,86,47,22,77,1780,2188,21,146,50,49,97,2551
2020-02-02,충북,대전,6866,93,227,23,20,481,7710,7495,117,240,18,13,461,8344
2020-02-02,충북,부산,140,2,3,21,15,6,187,212,3,6,6,25,7,259
2020-02-02,충북,서울,13762,103,921,193,107,600,15686,13522,104,900,215,130,599,15470
2020-02-02,충북,세종,279,6,1,0,2,13,301,274,3,2,0,2,13,294
2020-02-02,충북,울산,20,0,2,3,8,1,34,21,1,2,1,4,0,29
2020-02-02,충북,전남,430,1,34,20,42,12,539,579,3,19,25,41,20,687
2020-02-02,충북,전북,1754,37,96,68,42,56,2053,2330,34,74,119,48,85,2690
2020-02-02,충북,충남,8518,143,301,182,241,480,9865,9015,153,314,188,202,483,10355
2020-02-02,충북,충북,26208,424,639,393,429,1315,29408,26208,424,639,393,429,1315,29408
2020-02-03,강원,강원,61688,2039,2924,1140,2079,4371,74241,61688,2039,2924,1140,2079,4371,74241
2020-02-03,강원,경기,18396,542,1190,559,700,920,22307,18218,573,1209,578,795,940,22313
2020-02-03,강원,경남,161,1,16,20,21,10,229,114,1,9,22,22,1,169
2020-02-03,강원,경북,426,19,33,14,34,17,543,370,16,34,30,23,19,492
2020-02-03,강원,광주,95,2,23,10,9,2,141,77,0,13,6,6,4,106
2020-02-03,강원,대구,247,3,10,16,11,11,298,293,6,24,19,13,17,372
2020-02-03,강원,대전,152,4,29,3,2,9,199,205,3,28,4,2,5,247
2020-02-03,강원,부산,2,0,0,1,0,1,4,1,0,1,0,0,0,2
2020-02-03,강원,서울,611,11,268,13,15,15,933,633,14,232,16,10,22,927
2020-02-03,강원,세종,3,0,0,0,0,0,3,9,0,0,2,1,0,12
2020-02-03,강원,울산,1,0,0,0,0,0,1,3,0,0,0,0,0,3
2020-02-03,강원,전남,73,0,2,8,9,1,93,48,1,2,10,18,1,80
2020-02-03,강원,전북,144,4,15,6,19,3,191,118,5,19,22,21,2,187
2020-02-03,강원,충남,349,6,21,14,38,13,441,424,10,27,31,60,20,572
2020-02-03,강원,충북,4719,199,291,228,347,284,6068,4726,196,280,183,287,276,5948
2020-02-03,경기,강원,18218,573,1209,578,795,940,22313,18396,542,1190,559,700,920,22307
2020-02-03,경기,경기,405740,22801,24258,18520,23082,31018,525419,405740,22801,24258,18520,23082,31018,525419
2020-02-03,경기,경남,2600,68,302,412,382,90,3854,1631,60,209,404,373,70,2747
2020-02-03,경기,경북,4138,161,537,589,479,150,6054,3628,167,455,840,533,128,5751
2020-02-03,경기,광주,767,31,161,230,118,26,1333,684,18,129,223,90,17,1161
2020-02-03,경기,대구,1847,67,225,253,176,64,2632,2690,78,246,329,446,97,3886
2020-02-03,경기,대전,1924,87,203,66,39,101,2420,2274,96,192,79,53,113,2807
2020-02-03,경기,부산,172,12,23,70,97,9,383,241,15,35,98,194,7,590
2020-02-03,경기,서울,137932,7194,9086,4564,3298,9718,171792,146669,6840,9202,4816,2961,10175,180663
2020-02-03,경기,세종,38,1,2,4,0,2,47,46,1,2,2,1,4,56
2020-02-03,경기,울산,36,0,0,3,13,1,53,37,1,5,17,40,2,102
2020-02-03,경기,전남,752,16,106,147,132,24,1177,599,20,80,115,118,17,949
2020-02-03,경기,전북,1255,45,159,110,160,37,1766,1182,43,152,143,178,51,1749
2020-02-03,경기,충남,36913,1548,2872,2350,4226,1960,49869,32901,1439,2673,2209,3840,1786,44848
2020-02-03,경기,충북,27563,2215,2914,2831,3132,1335,39990,25170,2150,2818,2738,3430,1276,37582
2020-02-03,경남,강원,114,1,9,22,22,1,169,161,1,16,20,21,10,229
2020-02-03,경남,경기,1631,60,209,404,373,70,2747,2600,68,302,412,382,90,3854
2020-02-03,경남,경남,188862,10116,10117,6535,12285,14617,242532,188862,10116,10117,6535,12285,14617,242532
2020-02-03,경남,경북,10010,581,1024,846,1849,459,14769,12023,871,1253,1146,2364,554,18211
2020-02-03,경남,광주,995,57,145,144,129,34,1504,1081,42,134,156,99,33,1545
2020-02-03,경남,대구,12760,756,933,901,1635,539,17524,10668,515,729,384,476,490,13262
2020-02-03,경남,대전,598,15,91,59,35,31,829,950,32,100,60,50,42,1234
2020-02-03,경남,부산,83898,2728,2960,1742,4138,6036,101502,86232,2824,3123,1920,4590,6169,104858
2020-02-03,경남,서울,1577,31,449,216,103,56,2432,2471,39,445,85,65,70,3175
2020-02-03,경남,세종,157,1,13,9,7,3,190,272,3,20,9,15,5,324
2020-02-03,경남,울산,9795,634,723,470,596,650,12868,8994,581,732,414,619,573,11913
2020-02-03,경남,전남,5922,286,514,483,1269,277,8751,5442,287,499,407,1329,251,8215
2020-02-03,경남,전북,1191,39,100,83,160,33,1606,1213,40,107,89,156,43,1648
2020-02-03,경남,충남,1108,37,108,245,218,44,1760,1368,45,144,237,361,50,2205
2020-02-03,경남,충북,1066,35,134,238,279,46,1798,1194,60,183,303,507,42,2289
2020-02-03,경북,강원,370,16,34,30,23,19,492,426,19,33,14,34,17,543
2020-02-03,경북,경기,3628,167,455,840,533,128,5751,4138,161,537,589,479,150,6054
2020-02-03,경북,경남,12023,871,1253,1146,2364,554,18211,10010,581,1024,846,1849,459,14769
2020-02-03,경북,경북,71169,3785,4200,2699,4565,3907,90325,71169,3785,4200,2699,4565,3907,90325
2020-02-03,경북,광주,738,60,139,191,121,18,1267,760,39,96,199,89,25,1208
2020-02-03,경북,대구,69778,2839,2854,1414,2865,3971,83721,76329,3031,3271,1776,3413,4129,91949
2020-02-03,경북,대전,1584,48,115,81,72,78,1978,1868,49,111,107,54,80,2269
2020-02-03,경북,부산,3832,107,306,173,609,196,5223,4749,126,313,204,668,219,6279
2020-02-03,경북,서울,2271,88,341,330,126,84,3240,2782,83,349,160,69,111,3554
2020-02-03,경북,세종,236,6,20,17,6,13,298,328,11,22,19,13,14,407
2020-02-03,경북,울산,4893,168,362,392,1047,288,7150,4858,166,318,353,1215,265,7175
2020-02-03,경북,전남,1003,49,80,115,424,30,1701,892,43,66,98,510,26,1635
2020-02-03,경북,전북,1650,82,203,175,210,56,2376,1435,77,189,135,221,58,2115
2020-02-03,경북,충남,3113,137,394,528,559,108,4839,3128,125,368,447,646,117,4831
2020-02-03,경북,충북,4937,215,494,696,858,182,7382,4887,235,581,522,926,183,7334
2020-02-03,광주,강원,77,0,13,6,6,4,106,95,2,23,10,9,2,141
2020-02-03,광주,경기,684,18,129,223,90,17,1161,767,31,161,230,118,26,1333
2020-02-03,광주,경남,1081,42,134,156,99,33,1545,995,57,145,144,129,34,1504
2020-02-03,광주,경북,760,39,96,199,89,25,1208,738,60,139,191,121,18,1267
2020-02-03,광주,광주,12231,423,634,346,328,551,14513,12231,423,634,346,328,551,14513
2020-02-03,광주,대구,530,25,73,78,25,9,740,623,21,85,67,33,14,843
2020-02-03,광주,대전,419,14,13,15,15,7,483,520,13,16,16,13,15,593
2020-02-03,광주,부산,373,10,41,25,77,10,536,417,19,53,73,102,8,672
2020-02-03,광주,서울,545,14,20,53,18,11,661,671,23,17,33,21,22,787
2020-02-03,광주,세종,168,2,8,3,1,3,185,152,4,4,4,1,2,167
2020-02-03,광주,울산,47,3,7,3,5,0,65,34,1,7,6,7,1,56
2020-02-03,광주,전남,33041,926,1247,808,1977,1311,39310,29747,893,1040,657,1773,1188,35298
2020-02-03,광주,전북,7879,417,543,346,352,290,9827,7504,419,469,317,362,265,9336
2020-02-03,광주,충남,3967,109,571,410,310,123,5490,3746,120,564,464,340,110,5344
2020-02-03,광주,충북,567,23,57,115,67,14,843,553,26,81,148,77,14,899
2020-02-03,대구,강원,293,6,24,19,13,17,372,247,3,10,16,11,11,298
2020-02-03,대구,경기,2690,78,246,329,446,97,3886,1847,67,225,253,176,64,2632
2020-02-03,대구,경남,10668,515,729,384,476,490,13262,12760,756,933,901,1635,539,17524
2020-02-03,대구,경북,76329,3031,3271,1776,3413,4129,91949,69778,2839,2854,1414,2865,3971,83721
2020-02-03,대구,광주,623,21,85,67,33,14,843,530,25,73,78,25,9,740
2020-02-03,대구,대구,60394,2193,1807,830,1377,4038,70639,60394,2193,1807,830,1377,4038,70639
2020-02-03,대구,대전,905,43,54,65,23,30,1120,627,17,35,26,30,22,757
2020-02-03,대구,부산,595,58,86,55,155,25,974,2864,123,192,89,232,127,3627
2020-02-03,대구,서울,2300,57,168,160,85,71,2841,1655,43,135,65,28,41,1967
2020-02-03,대구,세종,281,1,14,5,8,5,314,184,2,1,5,2,3,197
2020-02-03,대구,울산,1355,50,133,67,169,54,1828,1172,60,139,78,185,45,1679
2020-02-03,대구,전남,544,14,42,29,54,20,703,445,17,34,34,80,14,624
2020-02-03,대구,전북,398,6,38,16,19,14,491,295,7,39,23,19,7,390
2020-02-03,대구,충남,1628,82,165,202,253,52,2382,1047,58,128,129,173,28,1563
2020-02-03,대구,충북,1961,77,181,251,401,53,2924,1193,92,130,142,117,41,1715
2020-02-03,대전,강원,205,3,28,4,2,5,247,152,4,29,3,2,9,199
2020-02-03,대전,경기,2274,96,192,79,53,113,2807,1924,87,203,66,39,101,2420
2020-02-03,대전,경남,950,32,100,60,50,42,1234,598,15,91,59,35,31,829
2020-02-03,대전,경북,1868,49,111,107,54,80,2269,1584,48,115,81,72,78,1978
2020-02-03,대전,광주,520,13,16,16,13,15,593,419,14,13,15,15,7,483
2020-02-03,대전,대구,627,17,35,26,30,22,757,905,43,54,65,23,30,1120
2020-02-03,대전,대전,13410,431,419,207,228,1079,15774,13410,431,419,207,228,1079,15774
2020-02-03,대전,부산,63,1,9,7,17,2,99,62,3,4,7,10,1,87
2020-02-03,대전,서울,1731,34,202,26,13,75,2081,1678,36,195,34,7,72,2022
2020-02-03,대전,세종,3409,94,98,40,33,308,3982,3489,98,92,57,48,277,4061
2020-02-03,대전,울산,109,0,9,13,20,4,155,75,2,8,7,18,0,110
2020-02-03,대전,전남,317,3,6,20,19,7,372,256,5,7,20,14,9,311
2020-02-03,대전,전북,3137,76,85,48,36,156,3538,2771,90,82,65,40,128,3176
2020-02-03,대전,충남,16395,454,522,235,215,1223,19044,13889,441,488,220,204,1059,16301
2020-02-03,대전,충북,10850,436,457,177,165,836,12921,9334,388,404,167,152,706,11151
2020-02-03,부산,강원,1,0,1,0,0,0,2,2,0,0,1,0,1,4
2020-02-03,부산,경기,241,15,35,98,194,7,590,172,12,23,70,97,9,383
2020-02-03,부산,경남,86232,2824,3123,1920,4590,6169,104858,83898,2728,2960,1742,4138,6036,101502
2020-02-03,부산,경북,4749,126,313,204,668,219,6279,3832,107,306,173,609,196,5223
2020-02-03,부산,광주,417,19,53,73,102,8,672,373,10,41,25,77,10,536
2020-02-03,부산,대구,2864,123,192,89,232,127,3627,595,58,86,55,155,25,974
2020-02-03,부산,대전,62,3,4,7,10,1,87,63,1,9,7,17,2,99
2020-02-03,부산,부산,40483,723,678,544,1920,2863,47211,40483,723,678,544,1920,2863,47211
2020-02-03,부산,서울,177,11,14,48,52,8,310,172,7,7,20,26,8,240
2020-02-03,부산,세종,8,0,3,0,1,0,12,16,1,1,0,0,0,18
2020-02-03,부산,울산,16576,414,496,661,2571,1208,21926,15192,432,426,469,2423,1118,20060
2020-02-03,부산,전남,2042,77,150,194,571,77,3111,1614,75,132,136,572,45,2574
2020-02-03,부산,전북,314,5,34,35,77,12,477,255,9,32,30,46,9,381
2020-02-03,부산,충남,162,7,17,53,112,7,358,131,7,22,36,132,6,334
2020-02-03,부산,충북,140,8,22,64,198,5,437,89,8,17,73,157,2,346
2020-02-03,서울,강원,633,14,232,16,10,22,927,611,11,268,13,15,15,933
2020-02-03,서울,경기,146669,6840,9202,4816,2961,10175,180663,137932,7194,9086,4564,3298,9718,171792
2020-02-03,서울,경남,2471,39,445,85,65,70,3175,1577,31,449,216,103,56,2432
2020-02-03,서울,경북,2782,83,349,160,69,111,3554,2271,88,341,330,126,84,3240
2020-02-03,서울,광주,671,23,17,33,21,22,787,545,14,20,53,18,11,661
2020-02-03,서울,대구,1655,43,135,65,28,41,1967,2300,57,168,160,85,71,2841
2020-02-03,서울,대전,1678,36,195,34,7,72,2022,1731,34,202,26,13,75,2081
2020-02-03,서울,부산,172,7,7,20,26,8,240,177,11,14,48,52,8,310
2020-02-03,서울,서울,172,6,9,2,2,13,204,172,6,9,2,2,13,204
2020-02-03,서울,세종,30,0,2,1,0,2,35,22,0,2,0,0,1,25
2020-02-03,서울,울산,23,0,0,1,1,0,25,22,0,8,2,5,1,38
2020-02-03,서울,전남,826,12,24,24,18,16,920,644,8,22,60,37,20,791
2020-02-03,서울,전북,1194,20,49,15,16,32,1326,1051,20,40,29,24,28,1192
2020-02-03,서울,충남,26025,474,2325,724,723,1039,31310,22964,628,2313,1152,1124,893,29074
2020-02-03,서울,충북,14309,523,1159,737,562,595,17885,11533,600,1150,743,699,501,15226
2020-02-03,세종,강원,9,0,0,2,1,0,12,3,0,0,0,0,0,3
2020-02-03,세종,경기,46,1,2,2,1,4,56,38,1,2,4,0,2,47
2020-02-03,세종,경남,272,3,20,9,15,5,324,157,1,13,9,7,3,190
2020-02-03,세종,경북,328,11,22,19,13,14,407,236,6,20,17,6,13,298
2020-02-03,세종,광주,152,4,4,4,1,2,167,168,2,8,3,1,3,185
